district,crop_name,season,area_ha
Ramechhap,Potato,Annual,3286.0
Ramechhap,Soybean,Annual,827.0
Ramechhap,Wheat,Annual,3677.0
Rasuwa,Barley,Annual,242.0
Rasuwa,Black Gram,Annual,155.0
Rasuwa,Buckwheat,Annual,21.0
Rasuwa,Chickpea,Annual,192.0
Rasuwa,Lentil,Annual,247.0
Rasuwa,Maize,Annual,2530.0
Rasuwa,Millet,Annual,897.0
Rasuwa,Paddy,Barkhe (Main),1093.0
Rasuwa,Paddy,Chaite (Early),153.0
Rasuwa,Pigeon Pea,Annual,2.0
Rasuwa,Potato,Annual,2629.0
Rasuwa,Soybean,Annual,366.0
Rasuwa,Wheat,Annual,760.0
Rautahat,Barley,Annual,2.0
Rautahat,Black Gram,Annual,10.0
Rautahat,Chickpea,Annual,150.0
Rautahat,Lentil,Annual,15600.0
Rautahat,Maize,Annual,4950.0
Rautahat,Millet,Annual,25.0
Rautahat,Paddy,Barkhe (Main),35632.0
Rautahat,Paddy,Chaite (Early),1202.0
Rautahat,Pigeon Pea,Annual,60.0
Rautahat,Potato,Annual,2200.0
Rautahat,Soybean,Annual,3.0
Rautahat,Sugarcane,Annual,2825.0
Rautahat,Wheat,Annual,14800.0
Rolpa,Barley,Annual,540.0
Rolpa,Black Gram,Annual,148.0
Rolpa,Buckwheat,Annual,91.0
Rolpa,Chickpea,Annual,29.0
Rolpa,Lentil,Annual,76.0
Rolpa,Maize,Annual,12700.0
Rolpa,Millet,Annual,1236.0
Rolpa,Paddy,Barkhe (Main),4545.0
Rolpa,Pigeon Pea,Annual,5.0
Rolpa,Potato,Annual,2085.0
Rolpa,Soybean,Annual,301.0
Rolpa,Sugarcane,Annual,3.0
Rolpa,Wheat,Annual,8490.0
Rukum East,Barley,Annual,570.0
Rukum East,Black Gram,Annual,71.0
Rukum East,Buckwheat,Annual,45.0
Rukum East,Chickpea,Annual,14.0
Rukum East,Lentil,Annual,70.0
Rukum East,Maize,Annual,5048.0
Rukum East,Millet,Annual,350.0
Rukum East,Paddy,Barkhe (Main),820.0
Rukum East,Pigeon Pea,Annual,1.0
Rukum East,Potato,Annual,1125.0
Rukum East,Soybean,Annual,151.0
Rukum East,Sugarcane,Annual,2.0
Rukum East,Wheat,Annual,3213.0
Rukum West,Barley,Annual,310.0
Rukum West,Black Gram,Annual,81.0
Rukum West,Buckwheat,Annual,25.0
Rukum West,Chickpea,Annual,38.0
Rukum West,Lentil,Annual,155.0
Rukum West,Maize,Annual,8900.0
Rukum West,Millet,Annual,455.0
Rukum West,Paddy,Barkhe (Main),3048.0
Rukum West,Pigeon Pea,Annual,4.0
Rukum West,Potato,Annual,713.0
Rukum West,Soybean,Annual,78.0
Rukum West,Sugarcane,Annual,5.0
Rukum West,Wheat,Annual,9080.0
Rupandehi,Barley,Annual,65.0
Rupandehi,Black Gram,Annual,56.0
Rupandehi,Chickpea,Annual,118.0
Rupandehi,Lentil,Annual,5420.0
Rupandehi,Maize,Annual,2639.0
Rupandehi,Millet,Annual,28.0
Rupandehi,Paddy,Barkhe (Main),60322.0
Rupandehi,Paddy,Chaite (Early),60.0
Rupandehi,Pigeon Pea,Annual,345.0
Rupandehi,Potato,Annual,2495.0
Rupandehi,Soybean,Annual,13.0
Rupandehi,Sugarcane,Annual,348.0
Rupandehi,Wheat,Annual,27356.0
Salyan,Barley,Annual,520.0
Salyan,Black Gram,Annual,130.0
Salyan,Buckwheat,Annual,30.0
Salyan,Chickpea,Annual,170.0
Salyan,Lentil,Annual,986.0
Salyan,Maize,Annual,17650.0
Salyan,Millet,Annual,1010.0
Salyan,Paddy,Barkhe (Main),6125.0
Salyan,Paddy,Chaite (Early),7.0
Salyan,Pigeon Pea,Annual,2.0
Salyan,Potato,Annual,2335.0
Salyan,Soybean,Annual,1680.0
Salyan,Sugarcane,Annual,7.0
Salyan,Wheat,Annual,13125.0
Sankhuwasabha,Barley,Annual,13.5
Sankhuwasabha,Black Gram,Annual,615.0
Sankhuwasabha,Buckwheat,Annual,17.0
Sankhuwasabha,Lentil,Annual,15.0
Sankhuwasabha,Maize,Annual,12460.0
Sankhuwasabha,Millet,Annual,6669.0
Sankhuwasabha,Paddy,Barkhe (Main),8068.0
Sankhuwasabha,Paddy,Chaite (Early),2268.0
Sankhuwasabha,Potato,Annual,2710.0
Sankhuwasabha,Soybean,Annual,400.0
Sankhuwasabha,Sugarcane,Annual,55.0
Sankhuwasabha,Wheat,Annual,714.0
Saptari,Barley,Annual,79.0
Saptari,Black Gram,Annual,724.0
Saptari,Chickpea,Annual,913.0
Saptari,Lentil,Annual,7613.0
Saptari,Maize,Annual,5150.0
Saptari,Millet,Annual,210.0
Saptari,Paddy,Barkhe (Main),59315.0
Saptari,Paddy,Chaite (Early),531.0
Saptari,Pigeon Pea,Annual,811.0
Saptari,Potato,Annual,6473.0
Saptari,Soybean,Annual,10.0
Saptari,Sugarcane,Annual,250.0
Saptari,Wheat,Annual,19412.0
Sarlahi,Barley,Annual,62.0
Sarlahi,Black Gram,Annual,350.0
Sarlahi,Chickpea,Annual,780.0
Sarlahi,Lentil,Annual,7887.0
Sarlahi,Maize,Annual,11400.0
Sarlahi,Millet,Annual,709.0
Sarlahi,Paddy,Barkhe (Main),45875.0
Sarlahi,Paddy,Chaite (Early),450.0
Sarlahi,Pigeon Pea,Annual,3120.0
Sarlahi,Potato,Annual,2840.0
Sarlahi,Soybean,Annual,20.0
Sarlahi,Sugarcane,Annual,12000.0
Sarlahi,Wheat,Annual,23350.0
Sindhuli,Barley,Annual,13.0
Sindhuli,Black Gram,Annual,386.0
Sindhuli,Buckwheat,Annual,365.0
Sindhuli,Chickpea,Annual,68.0
Sindhuli,Lentil,Annual,265.0
Sindhuli,Maize,Annual,25982.0
Sindhuli,Millet,Annual,10842.0
Sindhuli,Paddy,Barkhe (Main),11612.0
Sindhuli,Paddy,Chaite (Early),1051.0
Sindhuli,Pigeon Pea,Annual,82.0
Sindhuli,Potato,Annual,2621.0
Sindhuli,Soybean,Annual,279.0
Sindhuli,Wheat,Annual,5208.0
Sindhupalchok,Barley,Annual,150.0
Sindhupalchok,Black Gram,Annual,1250.0
Sindhupalchok,Buckwheat,Annual,203.0
Sindhupalchok,Chickpea,Annual,170.0
Sindhupalchok,Lentil,Annual,200.0
Sindhupalchok,Maize,Annual,26691.0
Sindhupalchok,Millet,Annual,17371.0
Sindhupalchok,Paddy,Barkhe (Main),7142.0
Sindhupalchok,Paddy,Chaite (Early),970.0
Sindhupalchok,Potato,Annual,4220.0
Sindhupalchok,Soybean,Annual,570.0
Sindhupalchok,Wheat,Annual,6687.0
Siraha,Barley,Annual,95.0
Siraha,Black Gram,Annual,720.0
Siraha,Chickpea,Annual,460.0
Siraha,Lentil,Annual,9785.0
Siraha,Maize,Annual,3411.0
Siraha,Millet,Annual,645.0
Siraha,Paddy,Barkhe (Main),45887.0
Siraha,Paddy,Chaite (Early),1345.0
Siraha,Pigeon Pea,Annual,435.0
Siraha,Potato,Annual,2995.0
Siraha,Soybean,Annual,20.0
Siraha,Sugarcane,Annual,3575.0
Siraha,Wheat,Annual,14250.0
Solukhumbu,Barley,Annual,165.0
Solukhumbu,Black Gram,Annual,43.0
Solukhumbu,Buckwheat,Annual,301.0
Solukhumbu,Maize,Annual,13770.0
Solukhumbu,Millet,Annual,2105.0
Solukhumbu,Paddy,Barkhe (Main),1225.0
Solukhumbu,Potato,Annual,5695.0
Solukhumbu,Soybean,Annual,180.0
Solukhumbu,Wheat,Annual,2665.0
Sunsari,Black Gram,Annual,476.0
Sunsari,Buckwheat,Annual,248.0
Sunsari,Chickpea,Annual,106.0
Sunsari,Lentil,Annual,6755.0
Sunsari,Maize,Annual,10641.0
Sunsari,Millet,Annual,458.0
Sunsari,Paddy,Barkhe (Main),48009.0
Sunsari,Paddy,Chaite (Early),5010.0
Sunsari,Pigeon Pea,Annual,217.0
Sunsari,Potato,Annual,2940.0
Sunsari,Soybean,Annual,55.0
Sunsari,Sugarcane,Annual,3555.0
Sunsari,Wheat,Annual,12248.0
Surkhet,Barley,Annual,476.0
Surkhet,Black Gram,Annual,250.0
Surkhet,Buckwheat,Annual,56.0
Surkhet,Chickpea,Annual,440.0
Surkhet,Lentil,Annual,1281.0
Surkhet,Maize,Annual,15225.0
Surkhet,Millet,Annual,1830.0
Surkhet,Paddy,Barkhe (Main),15060.0
Surkhet,Paddy,Chaite (Early),35.0
Surkhet,Pigeon Pea,Annual,5.0
Surkhet,Potato,Annual,1345.0
Surkhet,Soybean,Annual,327.0
Surkhet,Sugarcane,Annual,3.0
Surkhet,Wheat,Annual,12050.0
Syangja,Barley,Annual,6.0
Syangja,Black Gram,Annual,130.0
Syangja,Buckwheat,Annual,150.0
Syangja,Chickpea,Annual,10.0
Syangja,Lentil,Annual,89.0
Syangja,Maize,Annual,18048.0
Syangja,Millet,Annual,11186.0
Syangja,Paddy,Barkhe (Main),14390.0
Syangja,Paddy,Chaite (Early),775.0
Syangja,Pigeon Pea,Annual,7.0
Syangja,Potato,Annual,1050.0
Syangja,Soybean,Annual,100.0
Syangja,Sugarcane,Annual,50.0
Syangja,Wheat,Annual,4175.0
Tanahun,Barley,Annual,4.0
Tanahun,Black Gram,Annual,3448.0
Tanahun,Buckwheat,Annual,125.0
Tanahun,Chickpea,Annual,4.0
Tanahun,Lentil,Annual,181.0
Tanahun,Maize,Annual,22195.0
Tanahun,Millet,Annual,6050.0
Tanahun,Paddy,Barkhe (Main),7674.0
Tanahun,Paddy,Chaite (Early),1805.0
Tanahun,Pigeon Pea,Annual,15.0
Tanahun,Potato,Annual,1891.0
Tanahun,Soybean,Annual,310.0
Tanahun,Sugarcane,Annual,20.0
Tanahun,Wheat,Annual,1150.0
Taplejung,Barley,Annual,266.0
Taplejung,Black Gram,Annual,64.0
Taplejung,Buckwheat,Annual,118.0
Taplejung,Maize,Annual,11210.0
Taplejung,Millet,Annual,2966.0
Taplejung,Paddy,Barkhe (Main),5553.0
Taplejung,Paddy,Chaite (Early),32.0
Taplejung,Potato,Annual,4271.0
Taplejung,Soybean,Annual,192.0
Taplejung,Wheat,Annual,1498.0
Terhathum,Barley,Annual,50.0
Terhathum,Black Gram,Annual,767.0
Terhathum,Buckwheat,Annual,21.0
Terhathum,Lentil,Annual,28.0
Terhathum,Maize,Annual,12907.0
Terhathum,Millet,Annual,2120.0
Terhathum,Paddy,Barkhe (Main),6549.0
Terhathum,Paddy,Chaite (Early),290.0
Terhathum,Pigeon Pea,Annual,2.0
Terhathum,Potato,Annual,3039.0
Terhathum,Soybean,Annual,475.0
Terhathum,Wheat,Annual,1396.0
Udayapur,Barley,Annual,23.0
Udayapur,Black Gram,Annual,391.1
Udayapur,Buckwheat,Annual,18.0
Udayapur,Chickpea,Annual,136.2
Udayapur,Lentil,Annual,592.0
Udayapur,Maize,Annual,17842.0
Udayapur,Millet,Annual,2768.0
Udayapur,Paddy,Barkhe (Main),12794.0
Udayapur,Paddy,Chaite (Early),1555.0
Udayapur,Pigeon Pea,Annual,183.1
Udayapur,Potato,Annual,1018.0
Udayapur,Soybean,Annual,391.0
Udayapur,Wheat,Annual,5130.0
